dataset,run,step,susceptible,infected,recovered
PROPERTY_PROPOSAL,28,4,3049,0,2
PROPERTY_PROPOSAL,28,5,3049,0,2
PROPERTY_PROPOSAL,28,6,3049,0,2
PROPERTY_PROPOSAL,29,0,3049,2,0
PROPERTY_PROPOSAL,29,1,3046,5,0
PROPERTY_PROPOSAL,29,2,2478,572,1
PROPERTY_PROPOSAL,29,3,980,1918,153
PROPERTY_PROPOSAL,29,4,528,1808,715
PROPERTY_PROPOSAL,29,5,383,1465,1203
PROPERTY_PROPOSAL,29,6,303,1123,1625
PROPERTY_PROPOSAL,30,0,3049,2,0
PROPERTY_PROPOSAL,30,1,3049,1,1
PROPERTY_PROPOSAL,30,2,3049,0,2
PROPERTY_PROPOSAL,30,3,3049,0,2
PROPERTY_PROPOSAL,30,4,3049,0,2
PROPERTY_PROPOSAL,30,5,3049,0,2
PROPERTY_PROPOSAL,30,6,3049,0,2
PROPERTY_PROPOSAL,31,0,3049,2,0
PROPERTY_PROPOSAL,31,1,3049,2,0
PROPERTY_PROPOSAL,31,2,3049,1,1
PROPERTY_PROPOSAL,31,3,3048,1,2
PROPERTY_PROPOSAL,31,4,2662,387,2
PROPERTY_PROPOSAL,31,5,1030,1917,104
PROPERTY_PROPOSAL,31,6,501,1879,671
PROPERTY_PROPOSAL,32,0,3049,2,0
PROPERTY_PROPOSAL,32,1,3045,6,0
PROPERTY_PROPOSAL,32,2,2436,613,2
PROPERTY_PROPOSAL,32,3,945,1921,185
PROPERTY_PROPOSAL,32,4,501,1798,752
PROPERTY_PROPOSAL,32,5,341,1399,1311
PROPERTY_PROPOSAL,32,6,270,1055,1726
PROPERTY_PROPOSAL,33,0,3049,2,0
PROPERTY_PROPOSAL,33,1,3047,4,0
PROPERTY_PROPOSAL,33,2,2489,562,0
PROPERTY_PROPOSAL,33,3,930,1951,170
PROPERTY_PROPOSAL,33,4,518,1765,768
PROPERTY_PROPOSAL,33,5,367,1412,1272
PROPERTY_PROPOSAL,33,6,301,1070,1680
PROPERTY_PROPOSAL,34,0,3049,2,0
PROPERTY_PROPOSAL,34,1,3044,7,0
PROPERTY_PROPOSAL,34,2,2148,900,3
PROPERTY_PROPOSAL,34,3,884,1894,273
PROPERTY_PROPOSAL,34,4,503,1722,826
PROPERTY_PROPOSAL,34,5,370,1344,1337
PROPERTY_PROPOSAL,34,6,296,1003,1752
PROPERTY_PROPOSAL,35,0,3049,2,0
PROPERTY_PROPOSAL,35,1,3045,6,0
PROPERTY_PROPOSAL,35,2,2387,662,2
PROPERTY_PROPOSAL,35,3,892,1978,181
PROPERTY_PROPOSAL,35,4,498,1764,789
PROPERTY_PROPOSAL,35,5,359,1390,1302
PROPERTY_PROPOSAL,35,6,285,1056,1710
PROPERTY_PROPOSAL,36,0,3049,2,0
PROPERTY_PROPOSAL,36,1,3048,3,0
PROPERTY_PROPOSAL,36,2,2999,51,1
PROPERTY_PROPOSAL,36,3,1617,1418,16
PROPERTY_PROPOSAL,36,4,701,1928,422
PROPERTY_PROPOSAL,36,5,436,1593,1022
PROPERTY_PROPOSAL,36,6,326,1264,1461
PROPERTY_PROPOSAL,37,0,3049,2,0
PROPERTY_PROPOSAL,37,1,3046,3,2
PROPERTY_PROPOSAL,37,2,2397,650,4
PROPERTY_PROPOSAL,37,3,905,1921,225
PROPERTY_PROPOSAL,37,4,561,1696,794
PROPERTY_PROPOSAL,37,5,423,1339,1289
PROPERTY_PROPOSAL,37,6,367,1006,1678
PROPERTY_PROPOSAL,38,0,3049,2,0
PROPERTY_PROPOSAL,38,1,3044,6,1
PROPERTY_PROPOSAL,38,2,2343,704,4
PROPERTY_PROPOSAL,38,3,931,1886,234
PROPERTY_PROPOSAL,38,4,530,1715,806
PROPERTY_PROPOSAL,38,5,361,1353,1337
PROPERTY_PROPOSAL,38,6,281,1068,1702
PROPERTY_PROPOSAL,39,0,3049,2,0
PROPERTY_PROPOSAL,39,1,3044,7,0
PROPERTY_PROPOSAL,39,2,2478,570,3
PROPERTY_PROPOSAL,39,3,980,1899,172
PROPERTY_PROPOSAL,39,4,535,1735,781
PROPERTY_PROPOSAL,39,5,392,1355,1304
PROPERTY_PROPOSAL,39,6,321,1035,1695
PROPERTY_PROPOSAL,40,0,3049,2,0
PROPERTY_PROPOSAL,40,1,3047,4,0
PROPERTY_PROPOSAL,40,2,2623,425,3
PROPERTY_PROPOSAL,40,3,1017,1908,126
PROPERTY_PROPOSAL,40,4,535,1798,718
PROPERTY_PROPOSAL,40,5,369,1377,1305
PROPERTY_PROPOSAL,40,6,297,1026,1728
PROPERTY_PROPOSAL,41,0,3049,2,0
PROPERTY_PROPOSAL,41,1,3046,4,1
PROPERTY_PROPOSAL,41,2,2723,327,1
PROPERTY_PROPOSAL,41,3,1085,1875,91
PROPERTY_PROPOSAL,41,4,597,1785,669
PROPERTY_PROPOSAL,41,5,434,1411,1206
PROPERTY_PROPOSAL,41,6,377,1045,1629
PROPERTY_PROPOSAL,42,0,3049,2,0
PROPERTY_PROPOSAL,42,1,3047,3,1
PROPERTY_PROPOSAL,42,2,2906,144,1
PROPERTY_PROPOSAL,42,3,1265,1743,43
PROPERTY_PROPOSAL,42,4,605,1886,560
PROPERTY_PROPOSAL,42,5,382,1534,1135
PROPERTY_PROPOSAL,42,6,289,1160,1602
PROPERTY_PROPOSAL,43,0,3049,2,0
PROPERTY_PROPOSAL,43,1,3047,4,0
PROPERTY_PROPOSAL,43,2,2531,520,0
PROPERTY_PROPOSAL,43,3,962,1904,185
PROPERTY_PROPOSAL,43,4,534,1735,782
PROPERTY_PROPOSAL,43,5,387,1380,1284
PROPERTY_PROPOSAL,43,6,328,1042,1681
PROPERTY_PROPOSAL,44,0,3049,2,0
PROPERTY_PROPOSAL,44,1,3047,2,2
PROPERTY_PROPOSAL,44,2,2890,158,3
PROPERTY_PROPOSAL,44,3,1335,1673,43
PROPERTY_PROPOSAL,44,4,609,1888,554
PROPERTY_PROPOSAL,44,5,374,1533,1144
PROPERTY_PROPOSAL,44,6,286,1190,1575
PROPERTY_PROPOSAL,45,0,3049,2,0
PROPERTY_PROPOSAL,45,1,3048,2,1
PROPERTY_PROPOSAL,45,2,2889,160,2
PROPERTY_PROPOSAL,45,3,1327,1668,56
PROPERTY_PROPOSAL,45,4,606,1924,521
PROPERTY_PROPOSAL,45,5,394,1562,1095
PROPERTY_PROPOSAL,45,6,298,1169,1584
PROPERTY_PROPOSAL,46,0,3049,2,0
PROPERTY_PROPOSAL,46,1,3048,3,0
PROPERTY_PROPOSAL,46,2,2623,428,0
PROPERTY_PROPOSAL,46,3,1019,1903,129
PROPERTY_PROPOSAL,46,4,530,1828,693
PROPERTY_PROPOSAL,46,5,377,1462,1212
PROPERTY_PROPOSAL,46,6,291,1116,1644
PROPERTY_PROPOSAL,47,0,3049,2,0
PROPERTY_PROPOSAL,47,1,3049,1,1
PROPERTY_PROPOSAL,47,2,3048,2,1
PROPERTY_PROPOSAL,47,3,2893,157,1
PROPERTY_PROPOSAL,47,4,1312,1695,44
PROPERTY_PROPOSAL,47,5,601,1887,563
PROPERTY_PROPOSAL,47,6,385,1560,1106
PROPERTY_PROPOSAL,48,0,3049,2,0
PROPERTY_PROPOSAL,48,1,3045,5,1
PROPERTY_PROPOSAL,48,2,2461,587,3
PROPERTY_PROPOSAL,48,3,962,1928,161
PROPERTY_PROPOSAL,48,4,504,1830,717
PROPERTY_PROPOSAL,48,5,348,1441,1262
PROPERTY_PROPOSAL,48,6,278,1058,1715
PROPERTY_PROPOSAL,49,0,3049,2,0
PROPERTY_PROPOSAL,49,1,3049,2,0
PROPERTY_PROPOSAL,49,2,3047,3,1
PROPERTY_PROPOSAL,49,3,2516,532,3
PROPERTY_PROPOSAL,49,4,969,1912,170
PROPERTY_PROPOSAL,49,5,552,1800,699
PROPERTY_PROPOSAL,49,6,377,1464,1210
PROPERTY_PROPOSAL,50,0,3049,2,0
PROPERTY_PROPOSAL,50,1,3045,6,0
PROPERTY_PROPOSAL,50,2,2539,512,0
PROPERTY_PROPOSAL,50,3,933,1961,157
PROPERTY_PROPOSAL,50,4,494,1820,737
PROPERTY_PROPOSAL,50,5,337,1433,1281
PROPERTY_PROPOSAL,50,6,263,1079,1709
PROPERTY_PROPOSAL,51,0,3049,2,0
PROPERTY_PROPOSAL,51,1,3047,4,0
PROPERTY_PROPOSAL,51,2,2689,361,1
PROPERTY_PROPOSAL,51,3,1090,1840,121
PROPERTY_PROPOSAL,51,4,531,1877,643
PROPERTY_PROPOSAL,51,5,337,1506,1208
PROPERTY_PROPOSAL,51,6,260,1162,1629
PROPERTY_PROPOSAL,52,0,3049,2,0
PROPERTY_PROPOSAL,52,1,3047,4,0
PROPERTY_PROPOSAL,52,2,2555,495,1
PROPERTY_PROPOSAL,52,3,997,1912,142
PROPERTY_PROPOSAL,52,4,544,1803,704
PROPERTY_PROPOSAL,52,5,368,1448,1235
PROPERTY_PROPOSAL,52,6,298,1099,1654
PROPERTY_PROPOSAL,53,0,3049,2,0
PROPERTY_PROPOSAL,53,1,3047,3,1
PROPERTY_PROPOSAL,53,2,2883,167,1
PROPERTY_PROPOSAL,53,3,1295,1702,54
PROPERTY_PROPOSAL,53,4,581,1935,535
PROPERTY_PROPOSAL,53,5,371,1590,1090
PROPERTY_PROPOSAL,53,6,283,1202,1566
PROPERTY_PROPOSAL,54,0,3049,2,0
PROPERTY_PROPOSAL,54,1,3048,3,0
PROPERTY_PROPOSAL,54,2,2911,140,0
PROPERTY_PROPOSAL,54,3,1390,1618,43
PROPERTY_PROPOSAL,54,4,709,1827,515
PROPERTY_PROPOSAL,54,5,492,1486,1073
PROPERTY_PROPOSAL,54,6,400,1114,1537
PROPERTY_PROPOSAL,55,0,3049,2,0
PROPERTY_PROPOSAL,55,1,3046,4,1
PROPERTY_PROPOSAL,55,2,2859,191,1
PROPERTY_PROPOSAL,55,3,1212,1777,62
PROPERTY_PROPOSAL,55,4,618,1838,595
PROPERTY_PROPOSAL,55,5,428,1486,1137
PROPERTY_PROPOSAL,55,6,344,1100,1607
PROPERTY_PROPOSAL,56,0,3049,2,0
PROPERTY_PROPOSAL,56,1,3044,7,0
PROPERTY_PROPOSAL,56,2,2475,571,5
PROPERTY_PROPOSAL,56,3,974,1901,176
PROPERTY_PROPOSAL,56,4,497,1820,734
PROPERTY_PROPOSAL,56,5,331,1415,1305
PROPERTY_PROPOSAL,56,6,268,1051,1732
PROPERTY_PROPOSAL,57,0,3049,2,0
PROPERTY_PROPOSAL,57,1,3048,3,0
PROPERTY_PROPOSAL,57,2,2757,293,1
PROPERTY_PROPOSAL,57,3,1084,1881,86
PROPERTY_PROPOSAL,57,4,565,1852,634
PROPERTY_PROPOSAL,57,5,409,1435,1207
PROPERTY_PROPOSAL,57,6,346,1088,1617
PROPERTY_PROPOSAL,58,0,3049,2,0
PROPERTY_PROPOSAL,58,1,3046,5,0
PROPERTY_PROPOSAL,58,2,2515,534,2
PROPERTY_PROPOSAL,58,3,984,1911,156
PROPERTY_PROPOSAL,58,4,521,1821,709
PROPERTY_PROPOSAL,58,5,356,1452,1243
PROPERTY_PROPOSAL,58,6,280,1104,1667
PROPERTY_PROPOSAL,59,0,3049,2,0
PROPERTY_PROPOSAL,59,1,3047,3,1
PROPERTY_PROPOSAL,59,2,2559,491,1
PROPERTY_PROPOSAL,59,3,1024,1873,154
PROPERTY_PROPOSAL,59,4,502,1838,711
PROPERTY_PROPOSAL,59,5,354,1446,1251
PROPERTY_PROPOSAL,59,6,293,1103,1655
PROPERTY_PROPOSAL,60,0,3049,2,0
PROPERTY_PROPOSAL,60,1,3047,4,0
PROPERTY_PROPOSAL,60,2,2716,335,0
PROPERTY_PROPOSAL,60,3,1102,1853,96
PROPERTY_PROPOSAL,60,4,522,1888,641
PROPERTY_PROPOSAL,60,5,373,1475,1203
PROPERTY_PROPOSAL,60,6,307,1092,1652
PROPERTY_PROPOSAL,61,0,3049,2,0
PROPERTY_PROPOSAL,61,1,3045,6,0
PROPERTY_PROPOSAL,61,2,2227,821,3
PROPERTY_PROPOSAL,61,3,881,1919,251
PROPERTY_PROPOSAL,61,4,516,1702,833
PROPERTY_PROPOSAL,61,5,371,1362,1318
PROPERTY_PROPOSAL,61,6,295,1049,1707
PROPERTY_PROPOSAL,62,0,3049,2,0
PROPERTY_PROPOSAL,62,1,3046,5,0
PROPERTY_PROPOSAL,62,2,2306,743,2
PROPERTY_PROPOSAL,62,3,893,1916,242
PROPERTY_PROPOSAL,62,4,512,1728,811
PROPERTY_PROPOSAL,62,5,402,1288,1361
PROPERTY_PROPOSAL,62,6,335,972,1744
PROPERTY_PROPOSAL,63,0,3049,2,0
PROPERTY_PROPOSAL,63,1,3047,3,1
PROPERTY_PROPOSAL,63,2,2636,414,1
PROPERTY_PROPOSAL,63,3,997,1931,123
PROPERTY_PROPOSAL,63,4,526,1796,729
PROPERTY_PROPOSAL,63,5,364,1411,1276
PROPERTY_PROPOSAL,63,6,300,1085,1666
PROPERTY_PROPOSAL,64,0,3049,2,0
PROPERTY_PROPOSAL,64,1,3047,3,1
PROPERTY_PROPOSAL,64,2,2536,513,2
PROPERTY_PROPOSAL,64,3,1006,1924,121
PROPERTY_PROPOSAL,64,4,523,1829,699
PROPERTY_PROPOSAL,64,5,365,1411,1275
PROPERTY_PROPOSAL,64,6,281,1076,1694
PROPERTY_PROPOSAL,65,0,3049,2,0
PROPERTY_PROPOSAL,65,1,3047,4,0
PROPERTY_PROPOSAL,65,2,2710,341,0
PROPERTY_PROPOSAL,65,3,1059,1887,105
PROPERTY_PROPOSAL,65,4,529,1848,674
PROPERTY_PROPOSAL,65,5,402,1445,1204
PROPERTY_PROPOSAL,65,6,337,1083,1631
PROPERTY_PROPOSAL,66,0,3049,2,0
PROPERTY_PROPOSAL,66,1,3046,3,2
PROPERTY_PROPOSAL,66,2,2414,635,2
PROPERTY_PROPOSAL,66,3,883,1998,170
PROPERTY_PROPOSAL,66,4,444,1818,789
PROPERTY_PROPOSAL,66,5,306,1438,1307
PROPERTY_PROPOSAL,66,6,250,1063,1738
PROPERTY_PROPOSAL,67,0,3049,2,0
PROPERTY_PROPOSAL,67,1,3047,4,0
PROPERTY_PROPOSAL,67,2,2954,97,0
PROPERTY_PROPOSAL,67,3,1361,1653,37
PROPERTY_PROPOSAL,67,4,678,1822,551
PROPERTY_PROPOSAL,67,5,462,1488,1101
PROPERTY_PROPOSAL,67,6,391,1101,1559
PROPERTY_PROPOSAL,68,0,3049,2,0
PROPERTY_PROPOSAL,68,1,3047,4,0
PROPERTY_PROPOSAL,68,2,2820,230,1
PROPERTY_PROPOSAL,68,3,1252,1728,71
PROPERTY_PROPOSAL,68,4,609,1861,581
PROPERTY_PROPOSAL,68,5,419,1496,1136
PROPERTY_PROPOSAL,68,6,333,1140,1578
PROPERTY_PROPOSAL,69,0,3049,2,0
PROPERTY_PROPOSAL,69,1,3048,3,0
PROPERTY_PROPOSAL,69,2,2619,431,1
PROPERTY_PROPOSAL,69,3,1068,1853,130
PROPERTY_PROPOSAL,69,4,536,1843,672
PROPERTY_PROPOSAL,69,5,384,1447,1220
PROPERTY_PROPOSAL,69,6,309,1073,1669
PROPERTY_PROPOSAL,70,0,3049,2,0
PROPERTY_PROPOSAL,70,1,3048,2,1
PROPERTY_PROPOSAL,70,2,2889,161,1
PROPERTY_PROPOSAL,70,3,1318,1683,50
PROPERTY_PROPOSAL,70,4,618,1907,526
PROPERTY_PROPOSAL,70,5,404,1550,1097
PROPERTY_PROPOSAL,70,6,293,1229,1529
PROPERTY_PROPOSAL,71,0,3049,2,0
PROPERTY_PROPOSAL,71,1,3048,3,0
PROPERTY_PROPOSAL,71,2,2977,74,0
PROPERTY_PROPOSAL,71,3,1568,1461,22
PROPERTY_PROPOSAL,71,4,689,1906,456
PROPERTY_PROPOSAL,71,5,447,1608,996
PROPERTY_PROPOSAL,71,6,343,1210,1498
PROPERTY_PROPOSAL,72,0,3049,2,0
PROPERTY_PROPOSAL,72,1,3047,4,0
PROPERTY_PROPOSAL,72,2,2820,231,0
PROPERTY_PROPOSAL,72,3,1132,1850,69
PROPERTY_PROPOSAL,72,4,528,1926,597
PROPERTY_PROPOSAL,72,5,362,1534,1155
PROPERTY_PROPOSAL,72,6,285,1150,1616
PROPERTY_PROPOSAL,73,0,3049,2,0
PROPERTY_PROPOSAL,73,1,3049,2,0
PROPERTY_PROPOSAL,73,2,3047,3,1
PROPERTY_PROPOSAL,73,3,2635,413,3
PROPERTY_PROPOSAL,73,4,1021,1881,149
PROPERTY_PROPOSAL,73,5,524,1800,727
PROPERTY_PROPOSAL,73,6,354,1433,1264
PROPERTY_PROPOSAL,74,0,3049,2,0
PROPERTY_PROPOSAL,74,1,3048,2,1
PROPERTY_PROPOSAL,74,2,2648,401,2
PROPERTY_PROPOSAL,74,3,1123,1825,103
PROPERTY_PROPOSAL,74,4,544,1866,641
PROPERTY_PROPOSAL,74,5,398,1461,1192
PROPERTY_PROPOSAL,74,6,316,1106,1629
PROPERTY_PROPOSAL,75,0,3049,2,0
PROPERTY_PROPOSAL,75,1,3048,2,1
PROPERTY_PROPOSAL,75,2,3036,13,2
PROPERTY_PROPOSAL,75,3,2176,868,7
PROPERTY_PROPOSAL,75,4,853,1915,283
PROPERTY_PROPOSAL,75,5,486,1685,880
PROPERTY_PROPOSAL,75,6,357,1325,1369
PROPERTY_PROPOSAL,76,0,3049,2,0
PROPERTY_PROPOSAL,76,1,3046,5,0
PROPERTY_PROPOSAL,76,2,2662,387,2
PROPERTY_PROPOSAL,76,3,1092,1840,119
PROPERTY_PROPOSAL,76,4,586,1806,659
PROPERTY_PROPOSAL,76,5,420,1412,1219
PROPERTY_PROPOSAL,76,6,318,1084,1649
PROPERTY_PROPOSAL,77,0,3049,2,0
PROPERTY_PROPOSAL,77,1,3047,3,1
PROPERTY_PROPOSAL,77,2,2836,214,1
PROPERTY_PROPOSAL,77,3,1190,1804,57
PROPERTY_PROPOSAL,77,4,582,1907,562
PROPERTY_PROPOSAL,77,5,411,1504,1136
PROPERTY_PROPOSAL,77,6,333,1104,1614
PROPERTY_PROPOSAL,78,0,3049,2,0
PROPERTY_PROPOSAL,78,1,3048,2,1
PROPERTY_PROPOSAL,78,2,2903,147,1
PROPERTY_PROPOSAL,78,3,1227,1785,39
PROPERTY_PROPOSAL,78,4,527,1943,581
PROPERTY_PROPOSAL,78,5,344,1572,1135
PROPERTY_PROPOSAL,78,6,250,1201,1600
PROPERTY_PROPOSAL,79,0,3049,2,0
PROPERTY_PROPOSAL,79,1,3048,2,1
PROPERTY_PROPOSAL,79,2,2885,165,1
PROPERTY_PROPOSAL,79,3,1281,1715,55
PROPERTY_PROPOSAL,79,4,598,1888,565
PROPERTY_PROPOSAL,79,5,426,1472,1153
PROPERTY_PROPOSAL,79,6,334,1144,1573
PROPERTY_PROPOSAL,80,0,3049,2,0
PROPERTY_PROPOSAL,80,1,3048,3,0
PROPERTY_PROPOSAL,80,2,3042,8,1
PROPERTY_PROPOSAL,80,3,2257,790,4
PROPERTY_PROPOSAL,80,4,834,1986,231
PROPERTY_PROPOSAL,80,5,465,1789,797
PROPERTY_PROPOSAL,80,6,325,1392,1334
PROPERTY_PROPOSAL,81,0,3049,2,0
PROPERTY_PROPOSAL,81,1,3043,8,0
PROPERTY_PROPOSAL,81,2,2352,696,3
PROPERTY_PROPOSAL,81,3,868,1979,204
PROPERTY_PROPOSAL,81,4,445,1782,824
PROPERTY_PROPOSAL,81,5,307,1376,1368
PROPERTY_PROPOSAL,81,6,243,1031,1777
PROPERTY_PROPOSAL,82,0,3049,2,0
PROPERTY_PROPOSAL,82,1,3046,3,2
PROPERTY_PROPOSAL,82,2,2751,297,3
PROPERTY_PROPOSAL,82,3,1064,1892,95
PROPERTY_PROPOSAL,82,4,553,1817,681
PROPERTY_PROPOSAL,82,5,374,1478,1199
PROPERTY_PROPOSAL,82,6,289,1119,1643
PROPERTY_PROPOSAL,83,0,3049,2,0
PROPERTY_PROPOSAL,83,1,3048,1,2
PROPERTY_PROPOSAL,83,2,2973,76,2
PROPERTY_PROPOSAL,83,3,1397,1635,19
PROPERTY_PROPOSAL,83,4,628,1922,501
PROPERTY_PROPOSAL,83,5,410,1556,1085
PROPERTY_PROPOSAL,83,6,313,1175,1563
PROPERTY_PROPOSAL,84,0,3049,2,0
PROPERTY_PROPOSAL,84,1,3047,4,0
PROPERTY_PROPOSAL,84,2,2652,398,1
PROPERTY_PROPOSAL,84,3,1004,1940,107
PROPERTY_PROPOSAL,84,4,519,1865,667
PROPERTY_PROPOSAL,84,5,360,1476,1215
PROPERTY_PROPOSAL,84,6,275,1100,1676
PROPERTY_PROPOSAL,85,0,3049,2,0
PROPERTY_PROPOSAL,85,1,3049,1,1
PROPERTY_PROPOSAL,85,2,3049,1,1
PROPERTY_PROPOSAL,85,3,3048,2,1
PROPERTY_PROPOSAL,85,4,2893,157,1
PROPERTY_PROPOSAL,85,5,1294,1713,44
PROPERTY_PROPOSAL,85,6,637,1817,597
PROPERTY_PROPOSAL,86,0,3049,2,0
PROPERTY_PROPOSAL,86,1,3048,2,1
PROPERTY_PROPOSAL,86,2,2692,357,2
PROPERTY_PROPOSAL,86,3,1059,1888,104
PROPERTY_PROPOSAL,86,4,531,1846,674
PROPERTY_PROPOSAL,86,5,338,1470,1243
PROPERTY_PROPOSAL,86,6,255,1131,1665
PROPERTY_PROPOSAL,87,0,3049,2,0
PROPERTY_PROPOSAL,87,1,3045,6,0
PROPERTY_PROPOSAL,87,2,2495,555,1
PROPERTY_PROPOSAL,87,3,988,1917,146
PROPERTY_PROPOSAL,87,4,523,1782,746
PROPERTY_PROPOSAL,87,5,387,1380,1284
PROPERTY_PROPOSAL,87,6,308,1059,1684
PROPERTY_PROPOSAL,88,0,3049,2,0
PROPERTY_PROPOSAL,88,1,3047,3,1
PROPERTY_PROPOSAL,88,2,2873,176,2
PROPERTY_PROPOSAL,88,3,1241,1752,58
PROPERTY_PROPOSAL,88,4,644,1830,577
PROPERTY_PROPOSAL,88,5,443,1473,1135
PROPERTY_PROPOSAL,88,6,364,1099,1588
PROPERTY_PROPOSAL,89,0,3049,2,0
PROPERTY_PROPOSAL,89,1,3049,2,0
PROPERTY_PROPOSAL,89,2,3046,5,0
PROPERTY_PROPOSAL,89,3,2445,604,2
PROPERTY_PROPOSAL,89,4,979,1885,187
PROPERTY_PROPOSAL,89,5,566,1742,743
PROPERTY_PROPOSAL,89,6,424,1340,1287
PROPERTY_PROPOSAL,90,0,3049,2,0
PROPERTY_PROPOSAL,90,1,3045,6,0
PROPERTY_PROPOSAL,90,2,2501,549,1
PROPERTY_PROPOSAL,90,3,932,1948,171
PROPERTY_PROPOSAL,90,4,513,1784,754
PROPERTY_PROPOSAL,90,5,362,1404,1285
PROPERTY_PROPOSAL,90,6,295,1041,1715
PROPERTY_PROPOSAL,91,0,3049,2,0
PROPERTY_PROPOSAL,91,1,3048,2,1
PROPERTY_PROPOSAL,91,2,2999,51,1
PROPERTY_PROPOSAL,91,3,1551,1477,23
PROPERTY_PROPOSAL,91,4,737,1866,448
PROPERTY_PROPOSAL,91,5,480,1553,1018
PROPERTY_PROPOSAL,91,6,355,1227,1469
PROPERTY_PROPOSAL,92,0,3049,2,0
PROPERTY_PROPOSAL,92,1,3048,2,1
PROPERTY_PROPOSAL,92,2,2591,458,2
PROPERTY_PROPOSAL,92,3,1048,1857,146
PROPERTY_PROPOSAL,92,4,610,1794,647
PROPERTY_PROPOSAL,92,5,435,1442,1174
PROPERTY_PROPOSAL,92,6,360,1069,1622
PROPERTY_PROPOSAL,93,0,3049,2,0
PROPERTY_PROPOSAL,93,1,3048,2,1
PROPERTY_PROPOSAL,93,2,2896,154,1
PROPERTY_PROPOSAL,93,3,1322,1689,40
PROPERTY_PROPOSAL,93,4,618,1881,552
PROPERTY_PROPOSAL,93,5,400,1559,1092
PROPERTY_PROPOSAL,93,6,312,1177,1562
PROPERTY_PROPOSAL,94,0,3049,2,0
PROPERTY_PROPOSAL,94,1,3049,0,2
PROPERTY_PROPOSAL,94,2,3049,0,2
PROPERTY_PROPOSAL,94,3,3049,0,2
PROPERTY_PROPOSAL,94,4,3049,0,2
PROPERTY_PROPOSAL,94,5,3049,0,2
PROPERTY_PROPOSAL,94,6,3049,0,2
PROPERTY_PROPOSAL,95,0,3049,2,0
PROPERTY_PROPOSAL,95,1,3046,5,0
PROPERTY_PROPOSAL,95,2,2509,537,5
PROPERTY_PROPOSAL,95,3,978,1893,180
PROPERTY_PROPOSAL,95,4,547,1741,763
PROPERTY_PROPOSAL,95,5,408,1380,1263
PROPERTY_PROPOSAL,95,6,334,1046,1671
PROPERTY_PROPOSAL,96,0,3049,2,0
PROPERTY_PROPOSAL,96,1,3047,4,0
PROPERTY_PROPOSAL,96,2,2718,333,0
PROPERTY_PROPOSAL,96,3,1047,1897,107
PROPERTY_PROPOSAL,96,4,552,1854,645
PROPERTY_PROPOSAL,96,5,360,1477,1214
PROPERTY_PROPOSAL,96,6,289,1081,1681
PROPERTY_PROPOSAL,97,0,3049,2,0
PROPERTY_PROPOSAL,97,1,3046,4,1
PROPERTY_PROPOSAL,97,2,2401,646,4
PROPERTY_PROPOSAL,97,3,933,1914,204
PROPERTY_PROPOSAL,97,4,520,1748,783
PROPERTY_PROPOSAL,97,5,361,1378,1312
PROPERTY_PROPOSAL,97,6,291,1009,1751
PROPERTY_PROPOSAL,98,0,3049,2,0
PROPERTY_PROPOSAL,98,1,3048,2,1
PROPERTY_PROPOSAL,98,2,2770,280,1
PROPERTY_PROPOSAL,98,3,1121,1836,94
PROPERTY_PROPOSAL,98,4,559,1866,626
PROPERTY_PROPOSAL,98,5,409,1468,1174
PROPERTY_PROPOSAL,98,6,326,1082,1643
PROPERTY_PROPOSAL,99,0,3049,2,0
PROPERTY_PROPOSAL,99,1,3046,5,0
PROPERTY_PROPOSAL,99,2,2458,591,2
PROPERTY_PROPOSAL,99,3,938,1935,178
PROPERTY_PROPOSAL,99,4,516,1791,744
PROPERTY_PROPOSAL,99,5,376,1379,1296
PROPERTY_PROPOSAL,99,6,321,1008,1722
PROPERTY_PROPOSAL,100,0,3049,2,0
PROPERTY_PROPOSAL,100,1,3046,5,0
PROPERTY_PROPOSAL,100,2,2632,417,2
PROPERTY_PROPOSAL,100,3,977,1947,127
PROPERTY_PROPOSAL,100,4,500,1867,684
PROPERTY_PROPOSAL,100,5,342,1500,1209
PROPERTY_PROPOSAL,100,6,256,1147,1648
PROPERTY_PROPOSAL,101,0,3049,2,0
PROPERTY_PROPOSAL,101,1,3046,5,0
PROPERTY_PROPOSAL,101,2,2762,288,1
PROPERTY_PROPOSAL,101,3,1168,1803,80
PROPERTY_PROPOSAL,101,4,571,1887,593
PROPERTY_PROPOSAL,101,5,394,1516,1141
PROPERTY_PROPOSAL,101,6,301,1166,1584
PROPERTY_PROPOSAL,102,0,3049,2,0
PROPERTY_PROPOSAL,102,1,3046,3,2
PROPERTY_PROPOSAL,102,2,2338,710,3
PROPERTY_PROPOSAL,102,3,943,1880,228
PROPERTY_PROPOSAL,102,4,502,1777,772
PROPERTY_PROPOSAL,102,5,343,1420,1288
PROPERTY_PROPOSAL,102,6,272,1053,1726
PROPERTY_PROPOSAL,103,0,3049,2,0
PROPERTY_PROPOSAL,103,1,3047,4,0
PROPERTY_PROPOSAL,103,2,2458,593,0
PROPERTY_PROPOSAL,103,3,946,1907,198
PROPERTY_PROPOSAL,103,4,532,1775,744
PROPERTY_PROPOSAL,103,5,378,1374,1299
PROPERTY_PROPOSAL,103,6,302,1052,1697
PROPERTY_PROPOSAL,104,0,3049,2,0
PROPERTY_PROPOSAL,104,1,3046,4,1
